sentence,intent
"ad ơi, nếu em đạt học bổng thì học phí 2 năm cuối của em là bao nhiêu vậy ad?",Major_infor
các trường đh lien kết có mã ngành ra sao vậy ạ?,Major_infor
ad cho e hỏi là muốn biết học phí khoa mình thì tìm thông tin ở đâu j?,Tuition_fee
trg mình có mấy đợt nhập học hả ad, Enrollment
cho em hỏi với ạ,Greetings
"chào ad em là học sinh lớp 12, em đang có nguyện vọng xét tuyển vào khoa quốc tế ở trường ad có thể tư vấn giúp em 1 số điều thắc mắc được k ạ",Greetings
những học sinh trường chuyên nào thì được xét tuyển thẳng ạ,Admission_method
giảng viên nước ngoài già hay trẻ ạ,Major_infor
tạm bieerjtad nhé,Bye
vâng em cảm ơn ạ,Bye
ad ơi cho em hỏi là trường mình có trung tâm dạy tiếng anh giao tiếp nào không ạ,Other
cho em hỏi lịch nhập học là tgian nào thế ạ sao k thấy có tbao về mail thế ạ, Enrollment
khoa mình có học bổng quốc tế k ạ?,Scholar
ngành hệ thông tông tin có mã ngành chwua ad ơi,Major_infor
trường mình có điều kiện tuyển thẳng ntn ak,Admission_method
"a/chị ơi, khoa mình có lấy điểm đgnl để xét tuyển vào khoa k ạ?",Admission_method
ngành kinh doanh có được đào tạo bằng tiếng anh k ạ,Major_infor
em nhập học sớm có được không ad., Enrollment
mỗi khóa học kéo dài baao lâu hả ạ,Major_infor
no,Denydisagree
"ad ơi, năm nay khoa mình có các đề tài nckh gì vậy ạ?",Student_research
tỷ lê giảng viên nc ngoài so vs giảng viên vn là bao nhiêu ạ,Major_infor
chuẩn rồi,Agree
nhập học cần những giấy tờ gì vậy ad, Enrollment
ngành mis có bao nhiêu % giáo viên nước ngoài giảng dạy ạ ?,Major_infor
ad có thể giải thích rõ chút được không ạ,Denydisagree
cho em hỏi về thời gian học mỗi kỳ với ạ,Major_infor
cho e xin khung chương trình đào tạo ice ạ,Major_infor
vângg ad,Agree
em phải cố gắng như nào để có học bổng ngắn hạn ạ?,Scholar
dạ không ạ,Denydisagree
điều kiện tuyển thẳng là ntn vậy bạn,Admission_method
cho em xin  sddt hoặc email của người quản lí nhập học ngành ac đc k ạ?, Enrollment
em muốn hiểu hơn về thủ tục nhập học tại khoa ạ, Enrollment
"ad owu, học phí chuyển tiếp thấp nhất của khoa mình là bao nhiêu vậy ad?",Major_infor
ad cho e hỏi học phí 1 năm tại khoa quốc tế đối với tất cả các ngành ạ?,Tuition_fee
k phải,Denydisagree
số lluwowngjsv đc tuyển thẳng là lấy từ cao xuống thấp ạ?,Admission_method
quy trình nhập học ở khoa có phải đóng tiến k a, Enrollment
"ad ơi, nếu đc ad gửi cho em xin lộ trình cho tiết nckh năm nay nhé?",Student_research
đúng câu hỏi của em luôn,Agree
cho e hỏi email của cô thu dạy vi mô ạ,contact_point
ngành ice học bao nhiêu môn,Major_infor
ngày 7/8 em đến nhập học được không ạ?, Enrollment
cho em xin đơn đk thực tập được k ạ?,Asking_docs
nagnhf ice có ma ngahf bao nhiu vậy ạ ?,Major_infor
như vậy khả năng xin việc sau khi ra trường như nào ạ?,Job_Opportunities
điểm sàn tầm bn vậy c,Basic_point
"xin cho tôi hỏi khoa quốc tế có những ngành nào và nếu thi đại học khối d2( văn, toán, nga) có được đăng kí xét tuyển khoa quốc tế không ạ?",Admission_method
các loại học bổng của khoa quốc tế,Scholar
khi nào có thể tham gia thi ta đầu vào ạ,Eng_condition
tham gia đề tài nckh có đc ưu tiên khi đk học bổng k?,Student_research
ad oi lam hồ sơ như thê nào thế, Enrollment
em chào a/c,Greetings
à cho e hỏi nếu hc năm nhất bn e hc ở đâu ạ,School_infor
khi nào em đủ điều kiên để thi tiếng anh thế a,Eng_condition
cho em xin lich trình học của chương trình liên kết vs malay ạ,Major_infor
chương trình liên kết thì cần những giấy tờ nhập học gì vậy ad?, Enrollment
"ad ơi, những lợi ích mà em có đc khi tham gia nckh là gì vậy ạ?",Student_research
"nếu đc , ad gửi em danh sách đề tài nckh năm nay nhé?",Student_research
mấy a.c cho e hỏi?vào trườg nv2 thỳ phải làm thủ tục thế nào ak?, Enrollment
em có đc cộng điểm học tập khi tham gia đề tài nckh k ạ?,Student_research
hồ sơ nhập học cần giấy khia sinh photo có kèm công chứng k ạ?, Enrollment
anh chị cho em biết danh sách đt nckh năm nay ạ?,Student_research
em có bằng cấp 3 rồi thì có phải mang đi để nhập học k ạ?, Enrollment
học phí 1 tháng bao nhiêu ạ,Tuition_fee
em hỏi là danh sách nckh năm nay ntn ạ?,Student_research
dúng rồi ad,Agree
"ad ơi, ngành ac có xét tuyển bằng học bạ k ad?",Admission_method
"admin à, cho em hỏi hạn đk đề tài nckh là khi nào vậy ạ?",Student_research
học quản trị khách sạn thể thao du lịch lộ trình ntn bạn ơi,Major_infor
khi chuyển tiếp thì đóng học phí ở vn hay bên đó ạ,Major_infor
khoa ơi sđt của khoa quốc tế là gì ạ,contact_point
em muốn giải đáp về hồ sơ nhập học thì liên lạc vs ai ạ, Enrollment
ngành kinh doanh quốc tế của trường mình có tuyển khối a k ạ ??,Admission_method
cho em xin cấu trúc bài thi phân loại tiếng anh với,Eng_condition
với lại ngành kdqt có xét tuyển khối a1 không ạ,Admission_method
mình muốn hỏi nếu có ielts thì có phải nộp kèm đơn gì ko, Enrollment
em xin khung của kế kiểm ạ,Major_infor
số lượng học bổng có giới hạn k ạ?,Scholar
e chả hiểu gì ạ,Denydisagree
em k nhận đc mail ạ,Other
đấy k phải việc e muốn hỏi,Denydisagree
hiện tại e đang học ngành hệ thống thông tin quản lí nhưng đang học tiếng anh lv1 e muốn chuyển sang ngành tin học và kĩ thuật máy tianh có được không ạ,Other
ad có thể cho em biết điểm đầu vào của khoa quốc tế là khoảng bao nhiêu ko ạ?,Basic_point
và nếu đky trương trình quản lí hoặc kế toán thì làm về quản lí nhiều hơn hay kế toán nhiều hơn ạ,Job_Opportunities
ad ơi ad thông cảm cho e mấy hôm mưa e k ra nhập học đc . hôm t2 e xin mẹ đưa e ra nhập học nhg mẹ bảo mẹ bảo các bác cho đi nc ngoài rồi k cho học đh ở vn nữa ạ,Other
giảng viên nước ngoài chủ yếu là người nước nào ạ,Major_infor
"ad ơi, năm nay khoa mình đã công bố danh sách đề tài nckh chưa ạ?",Student_research
"ad ơi, e là học sinh cấp 3, e định dự tuyển vào trường khoa quốc tê, ad cho em hỏi : trường k thi tuyển mà xét tuyển là như thế nào ạ",Admission_method
"e muốn biết rõ hơn về phương thức xét tuyển ngành quản trị khách sạn , học phí , lệ phí xét tuyển",Admission_method
lịch nhập học ntn ạ, Enrollment
năm nay bắt đầu học thì bao giờ ra trường vậy ad,Major_infor
làm tn để gọi cho cô phụ trách phonngf tài chính ạ,contact_point
c cho e biết điểm mạnh của người học ngành kinh doanh quốc tế với,Major_infor
điều kiện xét tuyển thẳng  ngành kế toán và tài chính ?,Admission_method
số lượng học bổng năm nay là bn ạ,Scholar
nếu đạt thành tích học tập tốt có được giảm học phí không ạ,Major_infor
cho e hỏi năm 2016 trong khoa quốc tế ngành nào thấp điểm nhất và bn điểm ạ,Basic_point
tham gia nckh thì mang lại cho em những kiến thức gì ạ?,Student_research
"em chào thầy cô ạ, cho em hỏi mã ngành của chương trình icce-tin học kỹ thuật ạ ?",Major_infor
học bổng địa phương có cần các bạn phải đạt học sinh giỏi trong 3 năm cấp 3 ko ạ?,Scholar
"ad ơi, có phải nếu em tham gia nckh thì em chỉ đc cộng 5 điểm rèn luyện thôi ạ?",Student_research
cho em hỏi học phí học lại bao nhiêu 1 tín ạ,Tuition_fee
bạn cho mình hỏi khoa quốc tế - trường đhqghn nằm ở vị trí nào ạ o.o,School_infor
add thấy có cần thiết phải học thêm ngoài không ạ???,Other
nếu em thi vào kế toán thì học ở đâu ạ,School_infor
"ad woi, cho em xin học phí chuyển tiếp của trg đh troy ạ",Major_infor
vậy để nhập học em cần làm những gì nữa ạ, Enrollment
điểm chuẩn các năm cảu khoa mình thế nào ad ơi,Basic_point
khoa mình còn nhận hồ sơ xét tuyển thẳng k ạ?,Admission_method
em nghe thấy bảo có học bổng hỗ sợ học tập phải k ạ? vậy thì phải làm gì để đc học bổng này ạ?,Scholar
e muốn vào ngành quản lí đh keuka - hoa kỳ thì mã đăng kí là gì ạ,Major_infor
em muốn đc giải đáp việc nhập học thì có thể ll vs ai ddcc ạ?, Enrollment
đk để nhận học bổng ngắn hạn tại khia,Scholar
cho em hỏi nếu em có tên trong ds kiểm tra nhưng hôm ấy k đi thì phải lsao ạ,Other
cho e xin thông tin về thời gian học các ngành với ạ,Major_infor
trời ơi! bây h mới đúng nè,Agree
thủ tục nhập học diễn ra trong 1 hay 2 ngày ạ?, Enrollment
chào addd,Greetings
mức học phí của khoa như thế nào,Tuition_fee
cho em hỏi là năm đầu tiên khoa mình chỉ học tiếng anh không thôi ạ?,Other
hồ sơ nhập học ngành cử nhân kế toán và tchinh thì cần những gì ạ?, Enrollment
"ad ơi, khi nào chúng em phải nộp báo cáo tiến đồ vậy ad?",Student_research
em muôn shoir ngành mình cần chuẩn bị hồ sơ những gì ạ?, Enrollment
em muốn hỏi chỉ tiêu của khoa mình năm ngoái là bn ạ?,Admission_method
"trong đề thi placement test, phần nào là phần trọng tâm",Eng_condition
add ơi cho e hỏi trường ở chỗ nào vậy ạ,School_infor
"ad ơi, cho em xin thông tin chương trình liên kết vs ậ?",Major_infor
học phí ngành tài chính bao nhiêu ạ,Tuition_fee
cơ hội việc làm và lương nganh mis như thế nào ạ,Job_Opportunities
cho em hỏi học phí ngành kinh doanh quốc tế đc k ạ,Tuition_fee
nhập học bổ sung đợt 2 thì đến cơ sở nào ạ, Enrollment
ad cho em xin tên các đề tài nckh của khoa năm nay vs ạ?,Student_research
đk để nhận học bổng giỏi loại 3 là gì ạ,Scholar
cho em hỏi điểm chuẩn chương trình liên kết các trường nước ngoài năm nay ạ,Basic_point
"ad ơi, điều kiện tuyển thẳng vào khoa mình là như thế nào ạ?",Admission_method
em k biết sắp tới phải làm thủ tục nhập học ntn thì có thể ll vs ai để có đc thông tin ạ?, Enrollment
ngành kdqt tuyển bao nhiêu sv ạ?,Admission_method
muốn liên lạc vs khoa qt gọi số nào ad,contact_point
cho em hỏi email của thầy hưng dạy ib với ạ,contact_point
chỉ tiêu học bổng cho đại học keuka là bao nhiêu ạ?,Scholar
cô oi,Greetings
các chủ đề nckh năm nay là như thế nào ạ?,Student_research
học phí của một năm là bao nhiêu ạ,Tuition_fee
ad ơi cho em thời hạn nộp báo cáo tiến độ đc k ạ?,Student_research
em nộp hso kế toán kiểm toán vậy cho em hỏi mã ngành ạ,Major_infor
trị giá mỗi suất học bổng của từng năm có thay đổi k?,Scholar
ngành ac có liên kết vs đh nước ngoài k ạ?,Major_infor
ngành ib có bao nhiêu % giáo viên nước ngoài giảng dạy ạ ?,Major_infor
ad có ở đấy k ạ,Greetings
chi tieu cua truong nam nay la bao nhieu a . e so tinh tu cao xuong thap.ko den luot minh,Admission_method
"ad ơi, cho em xin thông tin về chương trình học song bằng nhé",Major_infor
chị ơi em xem danh sách t.a dự bị sao k có tên em vậy ạ,Other
dạ .vậy điểm chuẩn ngành kế toán là bao nhiêu ạ ?,Basic_point
sau khi nhận đề tài nckh thì công việc tiếp theo chúng em phải làm là gì vậy ạ,Student_research
chỉ tiêu học bổng a.yersin là bao nhiêu ạ?,Scholar
học bổng a.yersin mỗi năm dành cho bao nhiêu sv ạ?,Scholar
em có thể gửi hồ ssơ nhập học về cơ sở ở xuân thủy k ạ?, Enrollment
not right,Denydisagree
cho e hỏi là nếu đỗ thì sẽ học ở đâu ạ?,School_infor
cho em xin sđt của ng xử lí hồ sơ nhạp học sáng nay đc k ạ?, Enrollment
"ad ơi, mức học ohis chuyển tiếp thấp nhất là bn ạ?",Major_infor
ngành kinh doanh quốc tế ạ,Major_infor
ad cho e hỏi học phí khoa kinh doanh quốc tế ntn ạ,Tuition_fee
khoa mình điểm chuẩn khoẳng bnhieu thé ạ ?,Basic_point
"ad cho e hỏi mã ngành của ngành kinh doanh quốc tế và ngành kết toán , phân tích và kiểm toán là gì ạh",Major_infor
"bạn ơi, chuẩn rồi.",Agree
"a/c ơi, cho em xin lộ trình nckh của năm nay đc k ạ?",Student_research
điểm học tập của em sẽ đc cộng bao nhiêu khi tham gia nckh ạ,Student_research
cho e địa chỉ chi tiết đk ko ạ,School_infor
"ad ơi, điều kiện tuyển thẳng ngành ac là gì ạ?",Admission_method
"ad owi, thủ tục nhập học ngành kt,pt và kt ntn vậy ad?", Enrollment
"ad ơi, giải ba nckh là bn vậy ad?",Student_research
điểm trong khoảng nào thì dc chuyển tiếp ad,Major_infor
tôi k thuộc 3 thành phần trên,Denydisagree
"ad ơi, khi nào thì công bố danh sách sv đk tham gia đề tài nckh ạ?",Student_research
ac sau này làm việc tại các vi trí nào vậy,Job_Opportunities
em muốn hỏi đúng phần ý ạ,Agree
hẹn gặp ad một ngày ko xa,Bye
"thày/cô cho em hỏi, khoa mình có mẫu đăng kí tham gia nghiên cứu khoa học k ạ?",Asking_docs
trường đh keuka có mấy loại học bổng ạ,Scholar
bh em mới hiểu,Agree
ad cho em hỏi tỷ lệ có việc làm của ac các năm trước với ạ,Job_Opportunities
cho e hỏi ngành kinh doanh quốc tế là học gì ạ??,Major_infor
cho em hỏi chương trình liên kết học mấy năm vậy ad,Major_infor
gvnn đảm nhiệm bao nhiêu môn ạ,Major_infor
sdt anh phụ trách clb tình nguyện là gì ạ,contact_point
các môn chung của đhqg bao nhiêu 1 tín chỉ ạ,Tuition_fee
trường nào có mức phí khi chuyển tiếp thấp nhất ạ,Major_infor
khoa mình có nhuwgnx chương trình liên kết nào vậy,Major_infor
bảo hiểm gì ạ,Other
em xin chào adm ạ. em đang muốn liên lạc với khoa quốc tê. dh quốc gia hà nội thì cần gọi bào số đt nào ạ.adm có thể cho em xin sdt dc k ạ. em xin cảm ơn ạ., Enrollment
ad cho e hỏi với ạh e sử dụng kết quả thi thpt để tham gia xét tuyển đc ko ạh,Admission_method
"cho e hỏi tiền học ở khoa quốc.tế thế nào ạ? e học chương trình thường, ko l.kết q.tế ạ",Tuition_fee
e quan tâm đến kinh doanh quốc tế của trg mk ạ,Major_infor
ad ơi,Greetings
cho em xin cách liên lạc vs người qli nhâp học ngành ac vs ạ?, Enrollment
mình cảm ơn ad nhiều nhiều,Bye
chương trình đào tạo bằng do đhqg cấp ngành kế toán phân tích và kiểm toán ý ạ học chủ yêu về cai gì ạ,Major_infor
học bổng phát triển tài năng là gì ạ,Scholar
"nếu khi mình nộp hô sơ xet tuyển điểm khối a xét riêng khối d xét riêng khối a1 xét riêng... hay a, a1,d xét đồng thời ạ",Admission_method
học ở cơ sở 1 hay cơ sở 2 tốt hơn ạ,School_infor
cho em hỏi cí cơ hội đăng kí vào khoa quốc tế mà do trg đại học quốc gia cấp bằng ko ạ,Admission_method
placement test bao gồm mấy bài thi,Eng_condition
thủ khoa đầu ra thì có học bổng k ạ?,Scholar
ad liệt kê những giấy tờ cần thiết để nhập học hôm 23.8 sắp tới tại khoa mình vs ạ, Enrollment
"a/c ơi, năm 2018 khoa đã cung cấp bao nhiêu học bổng cho sinh viên ạ?",Scholar
cho em hỏi truong minh co may co so vay a?,School_infor
ad gửi cho em cách liên lạc vs người có thể giúp em giải đáp thắc mắc về hồ sơ đk nhập học vs ạ, Enrollment
cho e hỏi học phí 1 năm của khoa mình khoảng bn ạ,Tuition_fee
"em đang hơi lo là ngành kế toán,kiểm toán đang trong tình trạng thừa nhân lực nếu em học ở khoa liệu có thể đảm bảo đầu ra có việc không ạ?",Job_Opportunities
đúng câu đó rồi mà,Agree
cho em hỏi thêm về ngành kinh doanh quốc tế của khoa,Major_infor
chào các anh/chị ạ,Greetings
mỗi suất học bổng giỏi hạng có trị giá bao nhiêu ạ?,Scholar
dđề thi placement test có những nội dung gì ạ,Eng_condition
làm thé nào liên hệ với bộ môn khoa học xã hội thế ạ,contact_point
chỉ tiêu đợt xét tuyển bs này thì khoa mình dự kiến lấy bn chỉ tiêu ạ?,Admission_method
2 anh chị,Greetings
"ad ơi, các đề tài nckh của khoa mình năm nay là gì vậy ad?",Student_research
học bổng ngắn hạn giỏi hạng 1 có mấy suất ạ?,Scholar
em muốn hỏi chi tiết về vấn đề nhập học của khoa thì có thể liên lạc vs ai ạ?, Enrollment
chỉ tiêu khoa mình năm nay có nhiều biến động k ad?,Admission_method
cho e hỏi 1 kỳ chương trình đào tạo kinh doanh quốc tế kéo dài bao lâu ạ?,Major_infor
1 khóa học kéo dài bao lâu,Major_infor
lúc vào học thì học ở trường chỗ cầu giấy hay chỗ nguỵ như komtum thanh xuân ạ,School_infor
e chào các thầy cô và anh chị ạ. e là 1 cựu học sinh lớp 12 và có thể sẽ trở thành 1 tân sinh viên của trường. sáng nay e mới tham gia chương trình ngành tôi chọn và e bị crush khoa mình mất rồi. chỉ có một điều hn e đã thắc mắc mà vẫn chưa được giải đáp đó là chương trình học bổng của khoa. liệu là trong quá trình học với nỗ lực cố gắng thì e có thể giành được suất học bổng 100% k hay là trị giá lớn nhất của học bổng là bao nhiêu ạ? vì với điều kiện kinh tế gia đình bố mẹ e khó có thể nuôi e học is 4 năm với số tiền 180tr như trên thituyensinh.vn thông báo được ạ. e mong sẽ nhận được câu trả lời sớm nhất ạ e cảm ơn thầy cô và anh chị nhiều lắm,Scholar
năm nay trg mình nhận hồ sơ nhập học tại cơ sở nào ạ, Enrollment
làm thủ tuc nhập học ngày 1/8 thì đến cơ sở mấy ạ?, Enrollment
em đến nhập học thì làm thủ tục ở kiều mai có đc k? nhà em ở gần đấy, Enrollment
gọi chị loan bằng số nào ạ,contact_point
học phí ngành liên kết như nào ạ?,Tuition_fee
lợi ích mang lại cho sv khi tham gia nckh,Student_research
tháng mấy thì chúng em phải nộp báo cáo tiến độ ạ?,Student_research
cho mình hỏi khoa quốc tế gồm những nghành nào v ạ,School_infor
tham gia nckh thì có đc cộng điển rẻn luyện k ạ?,Student_research
cụ thể môi tín chỉ bao nhiêu tiền ạ ?,Tuition_fee
bọn em vừ thi tiếng anh xong thì mùng4/9 này chúng em có được học tiếng anh cùng các bạn luôn ko ạ ?,Other
"a/c ơi, cho em hỏi hồ sơ nhập học khoa mình thì có những giấy tờ cần thiết gì ạ?", Enrollment
sdt phonhgf kế toán tài chính là gì ạ,contact_point
ad ơi cho e hỏi xin sđt văn phòng vs  mà của bên quản lí ac để đk nhập học ạ, Enrollment
add ơi,Greetings
"ad ơi, điều kiên chuyển tiếp là gì?",Major_infor
"ad ơi, cho em hỏi mã đăng kí của chương trình ac ạ",Major_infor
khao mình có mức học phí chuyển tiếp ntn vậy ạ?,Major_infor
ad gửi cho em danh sách đề tài nckh năm nay đc không ạ?,Student_research
e hỏi tý ạ,Greetings
cho em xin khung chương trình mis mới nhất nhé,Major_infor
7/8 thì em đến khoa làm thủ tục nhập học phải k a, Enrollment
chỉ tiêu xét tuyển từng ngành năm 2018,Admission_method
thời gian học thế nào ad,Major_infor
cơ sở nào là cơ sở chính của khoa mình vậy ạ,School_infor
bằng kép cử nhân luật kinh doanh năm ngoái lấy bao nhiêu chỉ tiêu vậy ad?,Admission_method
ad cho em hỏi là muốn apply học bổng thì phải làm những gì vs ạ,Scholar
các trường đại học malaysia yêu cầu gì khi muốn chuyển tiếp,Major_infor
những vi trí cụ thể sau khi ra trường là làm gì ạ,Job_Opportunities
học bổng xs loại 1 có mấy suất ạ,Scholar
để nhận hoc bổng thủ khoa đầu ra thì chỉ cần đc điểm cao nhất toàn khóa là đc phải k ạ?,Scholar
"anh chị ơi, em muốn xét tuyển ngành mis thì khoa có những hình thức xét tuyển ntn ạ?",Admission_method
"ad ơi, ad cho em biết có bao nhiêu suất học bổng cho sinh viên đạt thành tích tốt trong nckh vậy ạ?",Scholar
vậy là đúng rồi,Agree
tài chính kế toán bao tiền 1 tín chỉ vậy chị,Tuition_fee
byeee,Bye
phải học bao nhiêu môn mới ra được trường ạ,Major_infor
ad cho em hỏi sau khi ra trường cơ hội việc làm có đc cao k ak,Job_Opportunities
ad ơi cho em hỏi điểm chuẩn ngành ice với ạ,Basic_point
ad ơi sdt của chị loan là gì ạ,contact_point
sau khi bảo về đề tài nckh thì pahir đợi bao lâu mới có kết quả ạ?,Student_research
"dạ, khoa quốc tế e thấy toàn có cách xét tuyển riêng, liệu khoa có xét học bạ ko chị?",Admission_method
ad cho e hỏi về học phí của ngành kinh doanh quốc tế ạ,Tuition_fee
"ad ơi, gửi cho em xin danh sách đề tài nckh năm 2017 nhé",Student_research
nếu em đc giải ba nckh thì sẽ đc bao nhiều điểm cộng ạ,Student_research
hồ sơ nhập học ngành khoa học quản lí, Enrollment
khi nào thì có có thông báo về thi tiếng anh placement test ạ,Eng_condition
admin này,Greetings
năm nay có tăng học phí trên 1 tín khoog ad ?,Tuition_fee
"ad ơi, tgian nộp hồ sơ là tính từ ngày mình gửi ạ? hay là t2 tuần sau hồ sơ của e phải có ở trường rồi ạ?", Enrollment
mỗi xuất học bổng yamada trị giá bao nhiêu vạy ad?,Scholar
"ad ơi, chương trình help thì khi nào nhập học ạ?", Enrollment
"ad ơi, các đề tài nckh năm ny là gì vậy ạ?",Student_research
ad ơi cho e hỏi xin sđt văn phòng mà của bên quản lí mis để đk nhập học ạ, Enrollment
cho em xin khung chương trình các năm trước với ạ,Major_infor
đúng là cái mà em muốn hỏi ạ,Agree
giá trị của từng loại học bổng ngoài đh quốc gia?,Scholar
"ad ơi, co em xin lộ trình nckh năm 2018 đc k ạ?",Student_research
"ad ơi, em muốn đk học bằng kép thi em có thể học ở những tr nào ạ?",Major_infor
em muốn hỏi về các nbc nhập học ntn ạ?, Enrollment
học bổng hỗ trợ học tập có mấy suất ạ?,Scholar
alo! cho em hỏi với ạ,Greetings
"ad ơi, học phí chuyển tiếp từng năm của trg đh keuka là bn vậy ạ?",Major_infor
chào admin,Greetings
ngành ib học chuyên ngành mấy năm vậy ạ,Major_infor
em phải chuẩn bị những giấy tờ nhập học gì ạ?, Enrollment
tiền tín chỉ này trả bằng tiền việt hay đô la mỹ vây ạ,Tuition_fee
bao nhiêu tiền cho 1 xuất học bổng yamada ạ,Scholar
"ad ơi, em muốn ddk tham gia đề tài nckh thì bao giờ em pahir đk ạ?",Student_research
mis học ở đâu ạ,School_infor
em phải đạt giải mấy nckh thì mới đc nhạn học bổng ạ?,Scholar
nhà c thuộc cơ sở nào hả ad,School_infor
em được thông báo r ạ thủ tục em cũng làm xong hết r ạ,Other
em muốn hỏi về học phí của ngành kinh doanh quốc tế khoa quốc tế của trường mình ạ,Tuition_fee
nhập học đợt bs thì nộp hso ở đâu ạ?, Enrollment
khoa có trao giải cho những sinh viện đạt giải khuyến khich k ạ?,Student_research
phòng tuyển sinh gọi số nào thế ?,contact_point
cho e hỏi,Greetings
tên các loại học bổng ngoài đh quốc gia là gì ạ?,Scholar
cho e hỏi s e chưa nhận đc file mềm nghe ạ,Other
"a/c ơi, a/c cho em xin những thông tin về những lợi ích em có đc khi tham gia nc kh vs ạ?",Student_research
điều kiện tuyển sinh của khoa quốc tế có cần tiêu chí nào khôg ạ,Admission_method
ok bạn,Agree
tư vấn kỹ hơn cho mình,Greetings
sdt của bí thư đoàn khoa mình là số nào ạ,contact_point
em cảm ơn cô ạ,Bye
cho e hỏi là làm hồ sơ nộp vào khoa liên kết quốc tế do nước ngoài cấp bằng thì phải làm những gì ạ, Enrollment
ad cho mình hỏi trường mình là học ở xuân thủy đúng ko ạ?,School_infor
"ad ơi, cho em xin lộ trinh nckh vs ạ?",Student_research
nckh có bổ trợ kiến thức trên lớp của em k ạ?,Student_research
cho em hỏi các đề tài nckh năm nay của khoa là những gì vậy ạ,Student_research
khoa qt gồm những phòng nào ?,School_infor
cho em hỏi là điều kiện để vào ngành tin học và kỹ thuật máy tính là gì ạ,Admission_method
"ok, từ mai là xác nhận nhập học, sau đó mình nộp hồ sơ tại hacinco ?", Enrollment
đk xét tuyển thẳng chính xác là ntn ?,Admission_method
"ad ơi, khoa mình có bao nhiêu phần trăm là giáo viên nc ngoài ạ?",Major_infor
ad ơi nhập học trước ngày mùng 7 có được không ạ, Enrollment
1000 đô / học kì là bao gồm bao nhiêu tín chỉ ạ,Tuition_fee
học phí nộp bằng đô la hay tiền việt ạ,Tuition_fee
học phí của khoa kinh tế tầm bao nhiêu ạ ?,Tuition_fee
các bước đk nhập học vào khoa là ntn ạ, Enrollment
mức học phí khi chuyển tiếp có tăng theo các năm không,Major_infor
cho cô xin thông tin về số tiền môi tín chỉ với,Tuition_fee
cần những đk gì để được xét học bổng ngoài đh quốc gia ạ?,Scholar
ad cho em đơn xin đăng ký xét tốt nghiệp đại học,Asking_docs
trong 4 năm phải học mấy môn thể dục vậy a,Major_infor
em muốn hỏi trong phần mã ngành của khoa học quản lý thì ghi ntn ạ ?,Major_infor
cho em hỏi khoa mình có mẫu đơn đk học lại k ạ?,Asking_docs
giáo viên nươc ngoài thường dạy môn gì ạ,Major_infor
thời gian học thế nào ad ơi,Major_infor
vậy ad cho e hỏi phương thức xét tuyển vào khoa ạh?,Admission_method
mỗi năm tiền học phí có khác nhau k ạ?,Tuition_fee
"ad ơi, hình thức xét tuyển khoa mình là gì vạy ạ?",Admission_method
"ad có biết những hồ sơ cần thiết để nhập học ngành kế toán , phân tích và kiểm toán là gì ạ?", Enrollment
thủ tục nhập học thì có thể làm online đc k ạ, Enrollment
các thầy cô nước ngoài giảng dạy trong lĩnh vực gì thế ạ,Major_infor
dạ em cảm ơn ad,Bye
cho em hỏi học bổng dành cho hs đạt loại khá là bn ạ?,Scholar
trong quá trình học thì có cơ hội nhận học bổng hay không ạ?,Scholar
"thày cô ơi, em được giải ba học sinh giỏi cấp thành phố thì có được tuyển thẳng vào trường mình k ạ",Admission_method
anh chị cho em hỏi về học phí của trường mình được không ạ?,Tuition_fee
thủ khoa đầu vào đc miễn học phí 100% phải k ạ?,Scholar
vậng ok,Agree
còn học bổng chu văn an..v..v...thì xét ntn ạ?,Scholar
giáo viên nước ngoài giao tiếp bằng ngôn ngữ nào ạ ?,Major_infor
"ad oi, em muốn hỏi là trong hồ sơ nhập học thì có phải mang kèm theo sổ đoàn k ạ?", Enrollment
chào ad,Greetings
vâng ! em cảm ơn ạ!,Bye
xem điểm trúng tuyển các ngành ở đâu thế ạ,Basic_point
trường có học bổng k ạ,Scholar
ngôn ngữ anh là ctrinh bằng kép hay đhqg cấp bằng ạ,Major_infor
học phí ra sao ạ,Tuition_fee
miis thì ghi mã xét tuyển bao nhiêu vậy ạ?,Major_infor
dạ ngành quản lí ạ,Major_infor
chào a/c,Greetings
học bổng quốc tế thì đc bao nhiêu tiền ạ?,Scholar
e đang qtam đến kế toán và tài chính c ạ,Major_infor
cho em hỏi về thời gian thi tiếng anh với ạ,Eng_condition
cho eemxin link form chuyển lớp học phần vs ạ,Asking_docs
"thi phân loại tiếng anh thì thi những gì ạ, có nghe nói ko ad",Eng_condition
trường liên kết có đk tuyển thẳng giống vs học chương trình do đh quốc gia cấp bằng ạ,Admission_method
học bao lâu ở việt nam thì chuyển tiếp sang nước ngoài ạ,Major_infor
a/c cho em hỏi là ngành mis là chương trình do đh quốc gia hà nội cấp bằng hay chương trình liên kết ạ?,Major_infor
ad ơi ngành kế toán tài chính là ngành thuộc chương trình lk ạ?,Major_infor
chính xác thì khoa mình ở chỗ nào vậy ad,School_infor
cho em hỏi cách thức liên lạc vs người quản lí nhập học ngành ac, Enrollment
giá trị cho mỗi suất học bổng lê anh xuân là bao nhiêu ạ?,Scholar
khoa mình có xét tuyển bằng học bạ k ạ?,Admission_method
e đồng ý ạ,Agree
chuẩn rồi ad ơi,Agree
