sentence,intent
"ad ơi, năm nay gồm những đề tài nckh gì ạ?",Student_research
chúng em được hưởng lợi ích gì khi nghiên cứu khoa học?,Student_research
làm nghiên cứu khoa học có được điểm rèn luyện không?,Student_research
em có thể chọn đề tài nằm ngoài danh sách các đề tài nhà trường không?,Student_research
em có thể làm đề tài trái với ngành học của mình không?,Student_research
số lượng sinh viên tối đa trong một đề tài?,Student_research
em có được giấy chứng nhận khi tham gia đề tài không?,Student_research
thời gian bắt đầu và kết thúc một đề tài mất bao lâu?,Student_research
ngôn ngữ làm đề tài là gì ngoài tiếng anh ạ?,Student_research
sinh viên nên làm nghiên cứu khoa học từ năm mấy ạ?,Student_research
em có thể làm hai đề tài trong cùng một năm học không ạ?,Student_research
"ad ơi, cho em hỏi năm nay khpa có những đề tài nckh nào ạ?",Student_research
"ad ơi, khoa đã công bố các đề tài nckh năm nay chưa ạ?",Student_research
"ad ơi, danh sách đề tài năm nay là ntn ạ?",Student_research
"ad woi, cho em hỏi các danh sách đề tài nckh năm nay là như thế nào ạ?",Student_research
các chủ đề nckh năm nay là như thế nào ạ?,Student_research
"ad ơi, cho em hỏi các đề tài nckh về lĩnh vực cntt với ạ?",Student_research
"ad ơi, gửi cho em các đè tài nckh về lĩnh vực kinh tế tài chính đc k ạ?",Student_research
"a/c ơi, các đề tài nckh năm nay là gì vậy ạ?",Student_research
ad gửi cho em danh sách đề tài nckh năm nay đc không ạ?,Student_research
"ad ơi, năm nay có đề tài nckh chưa ạ",Student_research
"ad ơi, cho em hỏi bh đã có tên các đề tài nckh chưa ạ?",Student_research
"ad ơi, các lĩnh vực mà các đề tài nckh năm nay có là những gì ạ?",Student_research
"ad ơi, cho em hỏi khoa mình đã có các đề tài nckh chưa ạ?",Student_research
"ad ơi, ad cho em biết tên các đề tài nckh năm nay vs ạ?",Student_research
"a/ c ơi, cho em hỏi em học ngành mis thì có thể tham gia những đề tài nckh về mảng cntt nào ạ?",Student_research
danh sách đề tài nckh năm ngoái là như thế nào vậy ad,Student_research
"ad ơi, em muốn tham gia dề tài nckh năm nay, ad gửi cho em xin danh sách đề tài nckh vs ạ?",Student_research
năm nay khoa mình có những đề tài nckh gì ạ?,Student_research
"a/c ơi, đã có danh sách đề tài nckh chưa ạ?",Student_research
bao giờ thì có danh sách đề tài nckh ạ?,Student_research
em hỏi là danh sách nckh năm nay ntn ạ?,Student_research
ad cho em xin tên các đề tài nckh của khoa năm nay vs ạ?,Student_research
"ad ơi, danh sách đề tài nckh năm trước là ntn ạ?",Student_research
"ad ơi, ad cho em xin các đề tài nckh năm 2016 vs ạ?",Student_research
năm 2017 có những đề tài nckh nào vậy ad?,Student_research
"ad ơi, gửi cho em xin danh sách các đề tài nckh năm 2017 nhé",Student_research
"admin ơi, cho em xin đề tài nckh năm nay đc k ạ?",Student_research
"ad ơi, danh sách đề tài nckh có chưa ạ?",Student_research
"admin ơi cho em hỏi, năm nay khoa đã công bố danh sách các đề tài nckh chưa ạ/",Student_research
"ad ơi, khi nào có danh sách đề tài nckh vậy ạ?",Student_research
"ad ơi, gửi em danh sách đề tài nckh năm 2019 vs ạ?",Student_research
"nếu đc , ad gửi em danh sách đề tài nckh năm nay nhé?",Student_research
"ad ơi, khoa mình có các đề tài nckh về những lĩnh vưc nào vậy ad?",Student_research
danh sách đề tài nckh là ntn vậy ạ?,Student_research
"ad ơi, cho em xin danh sách đề tài nckh năm 2017 đc k ạ?",Student_research
"ad owi, danh sách đề tài nckh là ntn vậy ad?",Student_research
ad owi danh sách đề tài thì bao giờ mới có vây ad?,Student_research
"ad ơi, khoa bao giờ mới công bố danh sách đề tài nckh vậy ạ?",Student_research
"ad ơi, khi nào thì khoa mới công bố danh sách đề tài nckh vậy ạ?",Student_research
"ad ơi, em muốn hỏi là bao giờ khoa công bố các đề tài nckh vậy ạ?",Student_research
"ad ơi, em có thể biết danh sách đề tài nckh bh k ạ?",Student_research
"ad ơi, de tài nckh thì đăng trên web của khoa ạ?",Student_research
"ad ơi, danh sách đề tài nckh gửi về mail cho sinh viên phải k ạ?",Student_research
"ad ơi, khi nào khoa mình mới công bố đề tài nckh vậy ạ?",Student_research
"ad owi, các đề tài nckh của khoa mình thì về những lĩnh vực gì vậy ạ?",Student_research
"ad ơi, danh sách đề tài nckh khoa mình thì về những chủ đề gì ạ?",Student_research
"ad ơi, gửi cho em các đề tài nckh năm nay đc k ạ?",Student_research
"ad owi, cho em xin các đề tài nckh năm nay của khoa mình đc ạ?",Student_research
"ad ơi, khoa mình năm nay có những đề tài nckh gì vậy ạ",Student_research
"ad ơi, năm nay khoa mình đã công bố danh sách đề tài nckh chưa ạ?",Student_research
"ad ơi, ad gửi cho em danh sách các đề tài nckh năm nay của khoa mình với ạ?",Student_research
"năm trước, khoa mình có các đề tài nckh về những lĩnh vực gì vậy ạ?",Student_research
"nếu dc , ad cho em biết chính xác các đề tài nckh năm nay của khoa vs ạ",Student_research
"ad ơi, ad cho em biêt chính xác khi nào có đề tài nckh vs ạ?",Student_research
"ad ơi, năm nay khoa mình công bố các đề tài nckh chưa ạ",Student_research
cho em hỏi các đề tài nckh năm nay của khoa là những gì vậy ạ,Student_research
"a/c ơi, cho em xin danh sách đề tài năm trước vs ạ?",Student_research
danh sách đề tài nckh năm nay là về những lĩnh vực gì vậy ạ?,Student_research
các lĩnh vực của đề tài nckh năm nay là gì vậy ạ?,Student_research
"ad ơi, gửi cho em xin danh sách đề tài nckh năm 2017 nhé",Student_research
"ad ơi em muốn tham gia đề tài nckh nhưng vẫn chưa thấy khoa công bố ,vậy khoa mình đã có danh sách các đề tài chưa ạ?",Student_research
ad ơi khoa công bố đề tài nckh chưa ạ?,Student_research
danh sách đề tài nckh năm nay là gì thế ạ?,Student_research
cho em biết tên danh sách các đề tài nckh năm nay đc k ạ?,Student_research
"ad ơi, ad dành thời gian gửi cho em xin danh sách đề tài nckh vs ạ?",Student_research
"ad ơi, năm nay khoa mình có các đề tài nckh gì vậy ạ?",Student_research
danh sách đề tài nckh có đề tài nào về lĩnh vực cntt k ạ?,Student_research
"ad ơi, năm nay khao mình có các đê ftaif nckh liên quan đến những lĩnh vực nào ạ?",Student_research
"ad ơi, các đề tài nckh liên quan đến kinh tế xã hội là những đề tài như thế nào vậy ạ?",Student_research
"ad ơi, các đề tài nckh của khoa mình năm nay là gì vậy ad?",Student_research
ad ơi gửi cho em danh sách đề tài nckh năm nay nhe,Student_research
"ad ơi, khoa mình đã công bố danh sách đề tài nckh chưa ạ?",Student_research
"ad ơi, các đề tài nckh năm ny là gì vậy ạ?",Student_research
"ad ơi, cho em xin danh sách đê ftaif nckh của khoa mình vs ạ?",Student_research
"ad ơi, ad có thể gửi danh sách đề tài nckh năm nay cho em đc k ạ?",Student_research
"ad ơi, cho em xin các đề tài nckh năm nay vs ?",Student_research
tháng mấy sẽ nộp report ạ?,Student_research
lộ trình thực hiện nckh gồm bao nhieu gia đoạn?,Student_research
bao giờ nộp đề tại nghiên cứu khoa học ạ?,Student_research
khi nào đk tham gia đề tài  nckh ạ?,Student_research
bước sau khi đk nckh là gì vậy ad?,Student_research
thủ tục đăng kí nckh ?,Student_research
thời gian đk tham gia đề tài nckh là bao giờ ạ?,Student_research
tháng mấy thì phải nộp báo cáo tiến độ ạ?,Student_research
bao giờ thì phải thuyết mình đè tài nghiên cứu ạ?,Student_research
khi nào chúng em phải bảo vệ đề tài nghiên cứu khoa học ạ?,Student_research
sau khi bảo về đề tài nckh thì pahir đợi bao lâu mới có kết quả ạ?,Student_research
quy trình thực hiện đè tài nckh ạ?,Student_research
bao giờ nghiệm thu kêt quả nckh ạ?,Student_research
chúng em tham gia nckh trong bao lâu ạ?,Student_research
khi nào thì phải nộp báo cáo tiến độ nghiên cứu khoa học ạ?,Student_research
"ad ơi, cho em hỏi năm nay khi nào thì em đc đk tham gia đề tài nckh ạ?ư",Student_research
"ad ơi, bao giờ thì hết hạn đk tham gia đề tài nckh vậy ạ?",Student_research
"ad ơi, cho em hỏi khi nào thì em có thể đk tham gia đề tài nckh năm nay ạ?",Student_research
ngày hết hạn đk tham gia đề tài nckh là bh vậy ạ?,Student_research
"ad ơi, hạn đk tham gia đề tài nckh là bh vậy ad?",Student_research
"ad ơi, khi nào chúng em phải nộp báo cáo tiến đồ vậy ad?",Student_research
1 năm thì chúng em phải nộp báo cáo tiến độ mấy lần vậy ad,Student_research
"ad ơi, nếu em tham gia đề tài nckh thì bao giờ chúng em phải bảo vệ đề tài nckh vậy ạ?",Student_research
"ad ơi, khi nào chúng em phải nộp báo cáo tổng kết đề tài nckh ạ?",Student_research
"ad ơi, hạn nộp báo cáo tổng kết đề tài nckh năm nay là khi nào vậy ad?",Student_research
"admin à, cho em hỏi hạn đk đề tài nckh là khi nào vậy ạ?",Student_research
"ad ơi, gửi cho em lộ trình nckh năm nay đc k ạ?",Student_research
"ad ơi, co em xin lộ trình nckh năm 2018 đc k ạ?",Student_research
"ad ơi, tháng mấy thì chúng em phải nộp báo cáo tiến độ ạ?",Student_research
"ad ơi, tháng mấy thì chúng em có thể đk tham gia đề tài nckh đc ạ?",Student_research
"a/c ơi, tháng mấy thì chúng em phải bào vệ đề tài nckh ạ?",Student_research
"ad ơi, tháng mấy thì chúng em phải nộp báo cáo tổng kết đề tài nckh a?",Student_research
"ad ơi, tháng mấy thì khao công bố đề tài nckh vậy ạ?",Student_research
"ad ơi, đk tham gia nckh thì thg làm vào tháng mấy vậy ạ?",Student_research
"ad ơi, cho em xin lộ trình nckh năm nay đc k ạ?",Student_research
"ad ơi, lộ trình nckh năm nay là gì vây ạ?",Student_research
"ad ơi, gửi cho em xin lộ trình nckh năm trước vs ạ?",Student_research
"a/c ơi, cho em xin lộ trình nckh của năm nay đc k ạ?",Student_research
khi nào khoa mới công bố danh sách nckh vậy ạ?,Student_research
"ad ơi, khi nào thì chúng em có thể đk tham gia nckh ạ?",Student_research
hạn đk tham gia nckh năm nay là gì ạ?,Student_research
"ad ơi, hạn nộp báo cáo tiến độ năm nay là khi nào ạ?",Student_research
"ad ơi, tháng mấy thì chúng em phải nộp báo cáo tiến độ ạ?",Student_research
báo cáo tiến độ thì phải nộp vào tháng mấy năm nay ạ?,Student_research
"ad ơi, cho em xin thông tin lộ trình nckh vs ạ?",Student_research
"ad ơi, cho em hỏi lộ trình nckh năm nay là ntn vậy ad?",Student_research
"ad ơi, cho em xin lộ trình nckh chi tiết năm nay đc k ạ",Student_research
"ad ơi, gửi cho em xin lộ trình nckh năm trước vs ạ?",Student_research
"ad ơi, khi nào thì chúng em phải thuyết minh về đề tài nckh ạ?",Student_research
"ad ơi, tháng 5 là chúng em phải bảo vệ đề tài nckh phải k ạ?",Student_research
"ad ơi, nếu đc ad gửi cho em xin lộ trình cho tiết nckh năm nay nhé?",Student_research
tháng mấy thì chúng em phải nộp báo cáo tiến độ ạ?,Student_research
tháng mấy thì chúng em phải bảo vệ đề tài nckh vậy ạ?,Student_research
"ad ơi, nếu em tham gia đề tài nckh thì khi nào chúng em đc đk tham gia ạ?",Student_research
sau khi nhận đề tài nckh thì công việc tiếp theo chúng em phải làm là gì vậy ạ,Student_research
"ad ơi, lộ trình nckh năm nay là ntn vậy ad?",Student_research
sau khi chúng em nộp báo cáo tiến độ rồi thì việc tiếp theo chúng em phải làm là gì vậy ạ?,Student_research
"ad ơi, cho em hỏi ạ, công việc sau khi chúng em nhận đề tài nckh là gì vây ad?",Student_research
"ad ơi, những việc còn lại sau khi chúng em  nhận đề tài nckh là gì ạ?",Student_research
"ad ơi, nếu đc ad gửi cho em xin lộ trình nckh chính xác của năm nay vs ạ?",Student_research
"ad ơi, cho em xin thông tin về lộ trình nckh năm 2018 ạ?",Student_research
"ad ơi, cho em xin thông tin về lộ trình nckh năm nay ạ?",Student_research
"ad ơi, gửi cho em lộ trình chính xác nckh năm nay đc k ạ?",Student_research
"ad ơi, bh em nhận đề tài nckh rồi thì việc tiếp theo em phải làm là gì ạ?",Student_research
"ad ơi, gửi cho em từng bước nckh alf gì đc k ạ",Student_research
"ad ơi, gửi cho em danh sách lộ trình nckh năm nay vs ạ?",Student_research
em vừa đc nhận tham gia đề tài nckh rồi thì công việc tiếp theo của em là gì vậy ad?,Student_research
"ad ơi, tháng mấy thì chúng em pahir nộp báo cáo tiến độ ạ?",Student_research
"ad ơi, thàng mấy thì em phải nộp báo cáo tổng kết nckh ạ?",Student_research
"ad ơi, lịch trình nckh năm nay của khoa mình là ntn vậy ạ?",Student_research
"ad ơi, hạn chót nộp báo cáo tổng kết là bao giờ vậy ạ?",Student_research
"ad ơi, ngày 1/5 là em phải nộp báo cáo tổng kết ạ?",Student_research
"ad ơi, bao giờ thì em phải bảo vệ đề tài nckh vậy ạ?",Student_research
"ad ơi, em phải làm gì sau khi nộp báo cáo tổng kết nckh vây ạ? ad ơi, khi nao fthif em phải nộp tài liệu nckh vậy ạ?",Student_research
"ad ơi,  bao giờ thì khoa mới cho phép sinh viên đk tham gia đề tìa nckh vậy ạ?",Student_research
"ad ơi, tháng mấy thì khoa mình mới để sv đk tham gia đề tài nckh ạ?",Student_research
"ad ơi, em muốn ddk tham gia đề tài nckh thì bao giờ em pahir đk ạ?",Student_research
"ad ơi, tháng mấy thì em ddk tham gia nckh vậy ạ?",Student_research
"ad ơi, lịch đk thma gia đề tài nckh là khi nào vạy ạ?",Student_research
"ad ơi, cho em xin lộ trinh nckh vs ạ?",Student_research
"ad ơi, năm nay lội trình nckh là ntn vậy ạ?",Student_research
"a/c ơi, gửi cho em lội trình nckh vs ạ?",Student_research
"a/c ơi, hạn đk tham gia nckh năm nay là bao giwof vậy ad?",Student_research
"a/c ơi, thời gian đk đề tại nckh là ntn ạ?",Student_research
"ad ơi, khi nào thì công bố danh sách sv đk tham gia đề tài nckh ạ?",Student_research
"ad ơi, sau khi đk tham gia nckh thì công việc tiếp theo của em là gì ạ?",Student_research
"a/c ơi, khi nào thì em phải nộp bản report tiến độ nckh ạ?",Student_research
a/c ơi khi nào thì em phải nộp báo cáo tiến độ ạ?,Student_research
ad ơi cho em thời hạn nộp báo cáo tiến độ đc k ạ?,Student_research
"a/c ơi, cho em hỏi hạn nộp báo cáo tiến độ năm nay là bao giwof vậy ạ?",Student_research
"a/c ơi, sau khi em nộp báo cáo tiến độ thì em phải làm gì nữa ạ?",Student_research
a/c ơi nộp báo cáo tiến độ xong thì em phải làm gì vậy ạ?,Student_research
"a/c ơi, khi nào thì em phải nộp bao cáo tổng kết nckh ạ?",Student_research
"ad ơi, cho em hỏi thời gian nộp báo cáo tổng kết nckh ạ?",Student_research
"a/c ơi, hạn nộp báo cáo tiến độ là bao giờ vậy ạ?",Student_research
"a/c ơi, sau khi em nộp báo cáo tổng kết thì em phải làm gì tiếp theo ạ?",Student_research
"a/c ơi, hạn nộp báo cáo tổng kết năm nay là bh vậy ạ?",Student_research
"a/c ơi, cho em xin lộ trình báo cáo tiến độ năm nay vs ạ?",Student_research
"a/c ơi, khi nào em phải bảo vệ đề tài nckh vậy ạ?",Student_research
a/c ơi khi nào có kết quả bảo vệ đề tài nckh ạ?,Student_research
em được gì khi tham gia nckh sv ạ?,Student_research
tham gia nckh có đc cộng điển k ạ,Student_research
nckh chỉ khi nào đc giải mới đc cộng điểm phải k ạ?,Student_research
tham gia nckh thì có đc cộng điển rẻn luyện k ạ?,Student_research
nckh thì đc cộng bao nhiêu điểm rèn luyện ạ,Student_research
"ad ơi, tham gia nckh thì đc gì ạ?",Student_research
có phải tham gia nckh là đc cộng 5 điểm rèn luyện thôi ạ?,Student_research
tham gia nckh thì đc cộng bao nhiều điểm vào điểm học tập ạ,Student_research
tham gia nckh thì e đc những j ạ?,Student_research
đc giải nhất nckh thì đc bao nhiêu tiền ạ?,Student_research
tham gia nckh có đc giấy chứng nhận k ạ?,Student_research
tham gia nckh thì em đc những gì ạ?,Student_research
lợi ích mang lại cho sv khi tham gia nckh,Student_research
nckh có những giải gì ạ,Student_research
tiền trao cho mỗi giải tham gia nckh ạ?,Student_research
tham gia nckh thì em có đc giấy chứng nhận k ạ?,Student_research
tham gia nckh thì mang lại cho em những kiến thức gì ạ?,Student_research
nhà trg có sự hỗ trợ gì cho sv khi tham gia đề tài nckh k ạ?,Student_research
sv sẽ đạt được những gì khi tham gia nckh ạ,Student_research
tham gia nckh thì sẽ đc ộng bao nhiêu điểm học tập ạ,Student_research
tham gia nckh thì kiến thức của em có lên k ạ?,Student_research
em có cơ hội học tham gia các chuyến nghiên cứu vs giáo viên k ạ?,Student_research
nhà trg có hộ trợ gì cho các nhóm nckh ạ,Student_research
nếu đc giải nckh thì em có thể đc cử đi thi tham gia giải nckh cấp quốc gia k ạ?,Student_research
điểm học tập của em sẽ đc cộng bao nhiêu khi tham gia nckh ạ,Student_research
điểm rèn luyện của em đc cộng bao nhiêu khi tham gia nckh ạ,Student_research
ngoài đc ộng điểm rèn luyện và học tập thì em có đc những ưu tiên gì khi tham gia nckh k ạ?,Student_research
em đc những ưu tiên gì khi tham gia nckh k ạ?,Student_research
nếu tham gia nckh em có đc ưu tien khi đh xét học bổng ngaoif đhqghn k ạ?,Student_research
em có ưu tiên đc xét học bổng khi tham gia nckh k ạ?,Student_research
tham gia nckh thì em đc ưu tiên những gì ạ?,Student_research
nckh mang lại cho em những lợi ích gì,Student_research
nckh có bổ trợ kiến thức trên lớp của em k ạ?,Student_research
kĩ năng đc trau dồi ntn khi tham gia nckh?,Student_research
tham gia nckh có đc tạo đk ưu tiên về thời gian nghỉ ở lớp k ạ?,Student_research
giải thưởng cho các giải nhất nhì ba có sự khác biệt ntn khi tham gia nckh ?,Student_research
tiền thưởng cho các giả nhất nhì ba là bao nhiêu ạ nckh,Student_research
các kĩ năng em sẽ đc cải thiện khi tham gia nckh ạ?,Student_research
giaays khen nckh có hỗ trợ gì cho em sau này,Student_research
tham gia đề tài nckh có đc ưu tiên khi đk học bổng k?,Student_research
tham gia nckh sẽ hỗ trợ các môn học trên lớp ntn?,Student_research
cộng điểm nckh sẽ đc cộng trong 1 hay 2 kì học ạ?,Student_research
bây giwof em đang tham gia nckh nhưng k biết sẽ đc cộng bao nhiêu điểm học tập ạ?,Student_research
nckh thì đc cộng bao nhiêu điểm rèn luyện vậy ad,Student_research
nckh có hỗ gì khi em đi xin việc ạ?,Student_research
nckh có giúp tăng kĩ năng hoạt động nhóm ntn ạ?,Student_research
em cơ hội trao đổi kiến thức vs những ng có kinh nghiệm liên quan đến đề tài em đang tham gia k ạ?,Student_research
nếu em đc giải nhất nckh thì sẽ đc bao nhiều điểm cộng ạ,Student_research
nếu em đc giải nhì nckh thì sẽ đc bao nhiều điểm cộng ạ,Student_research
nếu em đc giải ba nckh thì sẽ đc bao nhiều điểm cộng ạ,Student_research
tham gia nckh mang lại cho em những lợi ích gì ạ?,Student_research
em có được ưu tiên khi xét học bổng trong và ngoài đhqg khi tham gia nckh k ạ?,Student_research
"ad ơi, khi em tham gia nckh thì em có đc những lợi ích gì ạ?",Student_research
"ad ơi, em sẽ đc bao nhiêu điểm đánh giá rèn luyện khi thma gia đê ftaif nckh vậy ạ?",Student_research
em có đc cộng điểm học tập khi tham gia đề tài nckh k ạ?,Student_research
"ad ơi, ad cho em biết những lợi ích mà em có đc khi tham gia nckh đc k ạ?",Student_research
"ad ơi, tham gia đề tài nckh thì em có đc những mặt lwoij ntn ạ?",Student_research
em có đc ưu tiên gì khi tham gia nckh k ạ?,Student_research
những mặt lợi ích ma fem có đc khi tham gia đề tài nckh ạ?,Student_research
"ad ơi, ad cho em biết những ưu tiên ma fkhoa có đc khi tham  gia nckh ạ?",Student_research
em sẽ đc cộng bao nhiêu điểm học tập khi tham gia nckh ạ?,Student_research
em sẽ đc cộng bao nhiêu điểm rèn luyện khi tham gia nckh ạ?,Student_research
mỗi nhom snckh sẽ đc khoa hỗ trợ tiền k ạ?,Student_research
nếu em đc giải thì em sẽ đc bao nhiêu tiền ạ?,Student_research
giải nhất nckh là bao nhiêu vậy ad?,Student_research
"ad ơi, giải nhì  nckh thì đc bao nhiêu vậy ạ?",Student_research
nếu đề tài nckh đc đi thi tầm đại học quốc gia thì khoa hỗ trợ ntn ạ?,Student_research
nếu đề tài nckh đc đi thi tầm  quốc gia thì khoa hỗ trợ ntn ạ?,Student_research
khoa có trao giải cho những sinh viện đạt giải khuyến khich k ạ?,Student_research
giair khuyến khích đề tài nckh thì đc bn tiền vậy ad?,Student_research
"ad ơi, khoa sẽ hỗ trọ ntn cho mỗi sinh viên tham gia nckh vậy ạ?",Student_research
"ad ơi, cho em hỏi, những lợi ích gì mà em có thể có đc khi tham gia nckh vậy ạ?",Student_research
"ad ơi, khoa mình cố những hỗ trọ gì cho mỗi nhom skhi thma gia nckh ạ?",Student_research
"ad ơi, khoa mình có hỗ trợ gì cho tùng cá nhân tham gia nckh k ạ?",Student_research
"ad ơi, ad cho em hỏi những hộ trợ mà khoa dành cho sv khi tham gia nckh ạ?",Student_research
"ad ơi, em có những ưu tiên gì khi tham gia nckh k ạ?",Student_research
"ad ơi, nếu đc ad cho em xin những lợi ích mà em có đc khi thma gia nckh với ạ?",Student_research
"a/c ơi, a/c cho em xin những thông tin về những lợi ích em có đc khi tham gia nc kh vs ạ?",Student_research
"a/c ơi, khi thma gia nckh thì em đc cộng bao nhiêu điểm rèn luyện vậy ạ?",Student_research
"a/c ơi, khi thma gia nckh thì em sẽ đc cộng bao nhiêu điểm vào điểm học tập vạy ạ?",Student_research
"ad ơi, khoa có những hỗ trợ gì cho sv khi tham gia nckh ạ?",Student_research
"ad ơi, nếu em tham gia nckh thì em có đc ưu tiên xet học bổng k ạ?",Student_research
"ad ơi, khi em tham gia nckh thì khoa có ưu tiên hơn khi em xét học bổng ngoài đhqg k ạ?",Student_research
"ad ơi, những lợi ích mà em có đc khi tham gia nckh là gì vậy ạ?",Student_research
"ad ơi, các kĩ năng gì của em có thể tiến bộ hơn khi tham gia nckh ạ?",Student_research
"ad ơi, khi em tham gia nckh thì kho có những hỗ trợ ntn ạ?",Student_research
"ad ơi, các đề tài nckh có hỗ trợ cho các môn học trên lớp của em k ạ?",Student_research
em có thể đc cộng bao nhiêu điểm khi tham gia nckh ạ,Student_research
em sẽ đc cộng tối đa bao nhiêu điểm học tập khi tham gia nckh ạ,Student_research
"ad ơi, em sẽ đc cộng tối thiêu là bn điểm học tập khi tham gia nckh ạ?",Student_research
"ad ơi, có phải nếu em tham gia nckh thì em chỉ đc cộng 5 điểm rèn luyện thôi ạ?",Student_research
"ad ơi, điểm rèn luyện của em sẽ tăng ntn khi em tham gia nckh ạ?",Student_research
"ad ơi, điểm học taaoj của em sẽ thay đổi ntn khi em tham gia đề tài nckh vậy ad?",Student_research
"ad ơi, nếu tham gia nckh thì em sẽ đc tối đa bn tiền giải vaayn ạ?",Student_research
giải nhất nckh thif đc bn tiền vậy ạ?,Student_research
"ad ơi, giải nhì nckh là bn vậy ad?",Student_research
"ad ơi, giải ba nckh là bn vậy ad?",Student_research
"ad ơi, giải khuyến khích nckh là bn vậy ad?",Student_research
ad ơi cho em hỏi nếu em tham gia nckh thì em sẽ có đc những lowin thế gì ạ?,Student_research
"ad ơi, cho em biết những ưu tiên mà khoa dành cho sv tham gia nckh vs ạ?",Student_research
cho em mẫu đơn đk miễn học quân sự ạ,Asking_docs
ad cho e hỏi phiếu đăng kí xét tuyển ntn ạ?,Asking_docs
nhà em ở xa thì in mẫu hồ sơ trên web xuống rồi nộp được ko ạ.?,Asking_docs
cho em xin mẫu hồ sơ đk nguyện vọng 1 vào trg vs ạ,Asking_docs
ad ơi cho e xin mẫu hồ sơ đăng kí nv2 vào trường với,Asking_docs
ad oi cho minh hoi mau ho so dki tuyen sinh nam nay co tren web cua truog chua a ??,Asking_docs
cho e xin link để mua hồ sơ dc ko ạ,Asking_docs
cho em cái link hố sơ xét tuyển với,Asking_docs
cho em xin mẫu đơn hỗ trợ học tập,Asking_docs
cho e m xin mẫu đơn đk xét tuyển ạ,Asking_docs
ad gửi cho em link đơn miễn giảm học phí,Asking_docs
ad cho em xin link đăng kí học bổng địa phương,Asking_docs
gửi cho em link đơn đăngkí học kì hè,Asking_docs
gửi em mẫu đơn đk học bổ xung,Asking_docs
cho em xin mẫu đơn chứng minh là sv khoa quốc tế,Asking_docs
cho em xin form đơn xin vạy vốn,Asking_docs
cho em xin link form để làm thẻ xe bus vs ạ,Asking_docs
cho em xin link tất cả các form làm hồ sơ xét tuyển vs ạ,Asking_docs
gửi cho em link đơn đk học bổ sung vs ạ,Asking_docs
cho em đơn miễn giảm học phí ạ,Asking_docs
"ad oơi, gửi em link forrm bảo lưu vs",Asking_docs
ad gửi cho em mẫu bảo lưu kết quả học tập ạ,Asking_docs
cho em xin mẫu đơn xin rút học phần đã đk vs ạ,Asking_docs
cho eemxin link form chuyển lớp học phần vs ạ,Asking_docs
cho em xin đơn mẫu đơn đăng ký học kỳ phụ (kỳ hè) năm học 2017-2018,Asking_docs
cho em đơn xin tam ngừng học và bảo lưu kết quả,Asking_docs
cho em xin đơn xin thôi học,Asking_docs
gửi em đơn xin gia hạn học phí,Asking_docs
"ad ơi, cho em xin đơn xin nhập học trở lại sau bảo lưu",Asking_docs
"ad ơi, gửi cho em đơn xin phúc khảo kết quả thi",Asking_docs
"ad ơi, cho em xin đơn xin đăng ký phòng tự học",Asking_docs
ad cho em đơn xin đăng ký xét tốt nghiệp đại học,Asking_docs
a/c cho em xin link mẫu form gia hạn học phí,Asking_docs
a.c cho em xin mẫu form chứng minh đk tham gia nghiên cứu khoa học ạ,Asking_docs
a.c ơi em muốn xin đơn đk học bổng dai fhanj,Asking_docs
gửi cho em link đk học bổng dài hạn vs ạ,Asking_docs
cho em xin mẫu đơn đk học bổng chu văn an,Asking_docs
mẫu đk xét tuyển bs là ntn ạ,Asking_docs
cho em mẫu đkxt ạ,Asking_docs
cho em mẫu đơn đk vào kí túc xá,Asking_docs
cho em đơn chứng mình là sv khoa mình đc k ạ,Asking_docs
cho em xin đơn miễn giảm học phí vs ạ,Asking_docs
a/c gửi cho em link đk xét học bổng yamada vs ak,Asking_docs
"cho em xin form đăng kí tham gia chương trình trao đổi sinh viên vs trg đh tokyo, nb ạ",Asking_docs
a/c gửi cho em form đk tham hia nckh,Asking_docs
cho em xin đơn đk tham gia trại hè tại thái lan,Asking_docs
cho em xin form đk học bổng posco năm học 2017-2018,Asking_docs
gửi cho em link đk học bổng posco năm học 2017-2018,Asking_docs
cho em xin link đk học bổng yamada năm 2019 vs,Asking_docs
gửi cho em link đk xét học bổng vingroup,Asking_docs
gửi cho em form đk chương trình sinh viên trao đổi vs trg đh seoul vs ạ,Asking_docs
ad gửi cho em tất cả các form đk học bổng tại khoa đ ck ạ,Asking_docs
"ad ơi, gửi cho em xin form tât cả các hồ sơ xét tuyển đc k ạ",Asking_docs
hồ sơ xét tuyển có form ntn ạ,Asking_docs
cho em xin link form đk xét tuyển vs ạ,Asking_docs
a/c cho em xin mẫu đơn gia hạn học phí với ạ,Asking_docs
cho em xin link đk thi vượt level đc k ạ,Asking_docs
cho em xin đơn làm lại thẻ sv với ạ,Asking_docs
"ad ơi, mẫu đơn bảo lưu kq học tập vs ạ",Asking_docs
"ad ơi, gửi cho em xin form làm minh chứng xét điểm rèn luyện vs ạ",Asking_docs
"admin ơi, em muốn làm vé xe bus thì phải xin mẫu cm là sv khoa q tế, nhà trg có form ý k ạ?",Asking_docs
"ad ơi, ad có mẫu khai hồ sơ cá nhân k ạ?",Asking_docs
"ad ơi, có mẫu đơn đk xét tuyển thằng của khoa k ạ?",Asking_docs
"ad ơi, khoa mình có mẫu đk học lại k ạ?",Asking_docs
"ad ơi, cho em xin đơn đk vượt tiên quyết vs ạ",Asking_docs
